,MAE,S,R2,R2(adj),numdata,similarity,maxerr,burn_acc,run_acc
0,0.09106074134001352,0.06390191658020705,0.5206661037431561,0.5088550015766631,1000,0.0,0.3646038018186143,0.3466,0.35316
1,0.08035252399137845,0.06204339856868783,0.6305726238783895,0.6219141697505393,1050,421.17131561678747,0.2989274373510895,0.3375,0.34428
2,0.0813217102113801,0.06078685695084838,0.6197500392071618,0.6112528333793888,1100,1630.4317166303358,0.30866074343860794,0.3481,0.34878
3,0.07418528132876316,0.057912727801155084,0.6918540429064866,0.6852744139294009,1150,274.31871206837906,0.29848110684750484,0.3648,0.36026
4,0.06715975514679375,0.05605115941618776,0.7389303251714556,0.7335932960437852,1200,478.3783734041036,0.31381528635008693,0.3482,0.35306
5,0.061671403070018734,0.055697156754131436,0.7722746145085737,0.7678094108714869,1250,556.4371252295958,0.2986389086764427,0.3422,0.34192
6,0.06367111135893512,0.061080408247990034,0.7586622631373318,0.75411586935028,1300,352.8532946640162,0.314580116929273,0.3557,0.34062
7,0.07165779731123949,0.059910263568199,0.7380360125345176,0.7332874206167143,1350,190.34144188807892,0.33845575945596706,0.322,0.3248
8,0.06415716143561682,0.056143459811754226,0.7790463820898479,0.7751869302486225,1400,492.9411293792886,0.3684649582545477,0.3281,0.34566
9,0.06019367246965476,0.053994354324987004,0.8035170533056615,0.8002055429681164,1450,781.9054815489044,0.3160330964752455,0.3266,0.33064
10,0.056122366678640165,0.052157321679067566,0.8223899143994098,0.8194980269812183,1500,869.1638898313015,0.32699761146406886,0.3388,0.33322
11,0.05635419107674458,0.05412613054565363,0.8224361572668866,0.8196398762789635,1550,1398.5318534412813,0.3466839067286402,0.3269,0.32628
12,0.05534324142916944,0.05307198450365401,0.8290689695520375,0.8264626514257661,1600,306.45024893770017,0.3243173237944252,0.3122,0.32724
13,0.05799383105742191,0.05252697635060342,0.8288762026493581,0.8263472795358018,1650,75.11523027272693,0.26891955382122146,0.361,0.33054
14,0.056179225753883275,0.04879456141062856,0.8463071832843823,0.8441037020411476,1700,103.65561522293542,0.2752582127415323,0.325,0.31874
15,0.05712601012422879,0.05038583525223904,0.8357257943999994,0.833438914507656,1750,656.8850972939393,0.3483067290951832,0.3513,0.31814
16,0.05361923071670057,0.050601887520270804,0.8423966599450275,0.8402644839803605,1800,1813.3259452823263,0.2803818994221118,0.3327,0.3355
17,0.05210802387813208,0.048866620351271615,0.8555150588496184,0.8536139412029029,1850,2393.192918734606,0.2887252224167225,0.3207,0.32622
18,0.05708120626814015,0.049220240404758565,0.8469580133674496,0.844998030614418,1900,3158.4378651914494,0.3368436624934801,0.3354,0.31854
19,0.0551949078802551,0.05048254453364888,0.8436073118377031,0.8416564674947222,1950,4004.83332407937,0.2685401410248123,0.3383,0.337
20,0.054876574632252796,0.05239843194528889,0.8392092234290475,0.8372543203704341,2000,3777.424966228693,0.37565160943211373,0.3345,0.32384
21,0.05213480536615761,0.04983285226733414,0.8550970738650125,0.853378857349578,2050,3412.1302677469157,0.3582120620699303,0.337,0.3293
22,0.05278545615078162,0.05028899891329386,0.8589861675405376,0.8573543777724435,2100,4075.4814490878675,0.3198769728523517,0.3168,0.3261
23,0.0602890040130453,0.050587062992077575,0.8347268929136434,0.8328594001782044,2150,3021.4753514099457,0.2786091052336854,0.3353,0.34086
24,0.05567265986995546,0.04907571794247448,0.8527897565136001,0.8511646204309535,2200,3116.3247417856055,0.3157735503824387,0.3293,0.3273
25,0.05391524021272969,0.0489302559807888,0.8624769938542325,0.8609929326368322,2250,3497.5489410292753,0.2896798804686934,0.3419,0.331
26,0.05234013062305771,0.04901117531138329,0.8638133301749168,0.862376003844309,2300,4466.74095095659,0.36291670456097547,0.3417,0.31828
27,0.052256577510460846,0.04998334729687154,0.868985686128166,0.867632698377338,2350,3960.9200052180236,0.3713291242226414,0.3306,0.3225
28,0.05023457873259506,0.04823894276013969,0.874649949775457,0.8733827209610555,2400,3773.259471715857,0.3426561591622219,0.3173,0.3252
29,0.05148041362948965,0.048870921828555056,0.8672791305246974,0.8659650625100904,2450,4154.213224198241,0.4003463244454937,0.3094,0.32202
30,0.050644294273790046,0.04825717901795047,0.870501643745355,0.8692453945335072,2500,3760.714286096229,0.39764387818939484,0.3339,0.33654
31,0.05001424858455163,0.04684102163968875,0.8753843351356191,0.8741994001289847,2550,5065.7808062956565,0.34331310601318143,0.3095,0.32744
32,0.04842370679446981,0.04622633636470377,0.8806646528336356,0.8795519689439726,2600,4486.385587344148,0.31944788389331735,0.2962,0.31276
33,0.04680885705391435,0.04577515193173884,0.8830886892145335,0.8820193784451542,2650,4764.378160363915,0.346624443356521,0.2889,0.303
34,0.049787078291092045,0.04577624572766171,0.8758955426344466,0.874781665679782,2700,4427.529524815208,0.2998306354739827,0.3431,0.32574
35,0.0487669978078285,0.04607031108707328,0.8779696770181816,0.8768945199875048,2750,4005.9519930937195,0.2948857301898985,0.3313,0.3222
36,0.04699454148409795,0.04614194295295648,0.8827522214246946,0.8817378210332716,2800,4389.564584281275,0.29322952326350005,0.3169,0.3167
37,0.04651994168819727,0.046951430828188555,0.8832067615559117,0.8822141844586532,2850,4589.245046377638,0.35643826392054245,0.3073,0.31818
38,0.044739698780092776,0.04462927663761244,0.8908584349264058,0.8899470231095074,2900,4516.724009336157,0.3046753749505263,0.2935,0.31926
39,0.05120804578026741,0.04643807955322761,0.8690944564284174,0.8680199923224947,2950,4283.6359095316275,0.32959878744766846,0.3233,0.3171
40,0.04860619291689757,0.04553230493922568,0.8820557276060265,0.8811039244663307,3000,4193.359580164783,0.3112961464416669,0.3158,0.33118
41,0.04669006777299686,0.04385807036847111,0.8886147426727128,0.8877307326939248,3050,4046.3125182872222,0.2846404985726455,0.3162,0.3086
42,0.04671928130183533,0.044944485596646135,0.886976485103635,0.8860940633868124,3100,4046.3603023559886,0.2949098311842908,0.3248,0.3319
43,0.044543990715754045,0.04363978563359387,0.8957744890177538,0.8949737808668019,3150,3508.6504062268787,0.29943076326287055,0.3444,0.3186
44,0.04371787472499143,0.04359516900380941,0.8995199115019258,0.8987601376758534,3200,3491.948105973751,0.2834869925496426,0.3164,0.33
45,0.0444492301271824,0.0429531255662861,0.9006881849928916,0.8999488910846501,3250,3966.303165896205,0.2804577778020936,0.3005,0.30976
46,0.042811818059211595,0.0421261155883878,0.9051001527426544,0.9044044910645309,3300,3367.441580269136,0.2701018222255329,0.3276,0.30634
47,0.04259041985737011,0.04287645040011006,0.9012508097691506,0.9005378192259677,3350,2914.64125002423,0.30446620363764654,0.2957,0.29502
