,MAE,S,R2,R2(adj),numdata,maxerr,burn_acc,run_acc
0,0.09962962380330245,0.07538860194185806,0.4557401888743622,0.4423292695037099,1000,0.36412356093796244,0.3564,0.34552
1,0.08507105954832264,0.06634469545231636,0.6115545529579507,0.6036135898156941,1200,0.37489146948711816,0.3364,0.34385
2,0.07916123358626773,0.06509219113289415,0.6789531255938417,0.6733453199273586,1400,0.3233455766294533,0.3168,0.33938
3,0.0761542907988492,0.06490467378708446,0.7310370374109001,0.7269359503066191,1600,0.40286445190099607,0.3453,0.33707
4,0.0770513048076705,0.06448605604036951,0.7094113607072339,0.7054800600629123,1800,0.39303059827979814,0.3567,0.31628
5,0.07403306013389951,0.06297175453109219,0.7262341722277357,0.7229057123156108,2000,0.46328766098430696,0.3125,0.33621
6,0.06945072435456438,0.05854138594719329,0.769102366203664,0.7665533582868691,2200,0.342161705382642,0.3274,0.33086
7,0.06695742111245497,0.058626137205109896,0.7878754095625299,0.7857309318159,2400,0.3581950544114111,0.2859,0.31023
8,0.06570337788006582,0.05790831348104968,0.7858342334908884,0.7838373498870739,2600,0.3263080982574801,0.3108,0.32124
9,0.06411801928919371,0.05344624124180689,0.8041963088797309,0.8025022610834489,2800,0.3667032580834475,0.3196,0.32724
10,0.06133953844677473,0.050496972294392324,0.8246082598290527,0.8231928591013786,3000,0.3610865722149359,0.3137,0.33076
11,0.059823340137373254,0.05070485420188557,0.8289614251588708,0.827668127806575,3200,0.33588854368915766,0.317,0.30979
12,0.059095461410360324,0.05110394644732779,0.8333004545557026,0.8321146842265197,3400,0.35019371844137837,0.3266,0.31375
13,0.05567012346300481,0.048335974383083166,0.8469439127613838,0.8459161158689029,3600,0.27500824289860204,0.3278,0.30539
14,0.05601871108354874,0.04849255313137817,0.8448315815701217,0.8438448189727934,3800,0.3089755727063419,0.2781,0.31063
15,0.055683781494458955,0.04774201847212711,0.8507236433106502,0.8498221253034675,4000,0.29754680170538383,0.3026,0.31322
16,0.054243196318061994,0.0471371085749212,0.8527725445184544,0.8519260042856904,4200,0.2659484716948858,0.3052,0.30654
17,0.057618911936102545,0.049530945970205,0.8379785515374658,0.8370895449615396,4400,0.30541544437218016,0.3109,0.31344
18,0.05674936410890322,0.04851876232075876,0.8406605548607924,0.8398244930585753,4600,0.3653952322875733,0.3154,0.30835
19,0.053256830697566926,0.047332153912755165,0.8525004554951581,0.8517589412370692,4800,0.3406967526322666,0.2996,0.29836
20,0.05182148429475393,0.04618065354841957,0.8640283169075651,0.8633722412352253,5000,0.326573736459588,0.3137,0.30032
21,0.050271369842371655,0.04647602130995973,0.864705854305731,0.8640782819252396,5200,0.3144860031117038,0.2961,0.30117
22,0.050458791634063,0.04603573000183835,0.8665447579782951,0.8659487539201409,5400,0.3094971020783798,0.2954,0.28442
23,0.0498327914702093,0.0451475049609862,0.8713871312891964,0.8708333622097096,5600,0.3300856591840404,0.2849,0.29507
24,0.04888380659415663,0.04456980473509039,0.8739536570795263,0.8734297373999123,5800,0.313004006312114,0.2966,0.29325
25,0.049800567738565484,0.04533087968673476,0.8700035142590589,0.8694812652369995,6000,0.34969939929097227,0.3085,0.29006
26,0.04884588154577698,0.044697799732573915,0.8737727852323253,0.8732821060689913,6200,0.30507968921805695,0.28,0.29585
27,0.047017899541704475,0.04327636954781917,0.88191602334016,0.8814714021541172,6400,0.3014989569073654,0.2888,0.30239
28,0.04797950928825053,0.0436942645231426,0.8770872710613469,0.8766385479864263,6600,0.28863715778089133,0.2952,0.28644
29,0.047364150342626705,0.04208230737061735,0.8826729001172188,0.8822572150866332,6800,0.2722758032494976,0.2882,0.28406
30,0.04617337188799635,0.041887233066503986,0.8881912773454005,0.8878065039952843,7000,0.2954183523833935,0.2757,0.29323
31,0.044734153057894424,0.041664066337751014,0.8925601408828234,0.892200710074514,7200,0.3193038537930555,0.2885,0.29105
32,0.0450761126938621,0.04193293308883467,0.8900576743911187,0.8896998474566715,7400,0.3293460483489272,0.274,0.28871
33,0.0447573909664723,0.04022040428315501,0.8941856768284776,0.8938503792636352,7600,0.28172694977839297,0.2882,0.29014
34,0.044414045240863065,0.040340610952195925,0.8946857375549732,0.8943606099117161,7800,0.2992796281194723,0.2893,0.28029
35,0.043331793926992504,0.03997288846192111,0.8977224554928338,0.8974146224017663,8000,0.30762616935208076,0.2818,0.28736
36,0.043795441386079235,0.039615597690413396,0.8968065522248087,0.8965035619205997,8200,0.3212119583362465,0.2849,0.29185
37,0.04491487439594884,0.040881873522585065,0.8915293049189983,0.8912184264043167,8400,0.3359532283845268,0.2954,0.29464
38,0.044427015836187016,0.040441754813002585,0.8912574033400714,0.8909530153858098,8600,0.30785695942622704,0.3069,0.28348
39,0.04461042438651303,0.040896756400384204,0.8901561231039791,0.8898556611658089,8800,0.2911775718072942,0.2927,0.28112
40,0.044551515374362215,0.04055413080014673,0.8908762510775117,0.8905844113210887,9000,0.3172002428233389,0.26,0.28172
41,0.043469722952879666,0.04044796196163437,0.8938498824409205,0.8935721842916489,9200,0.2882737998422047,0.2984,0.26996
42,0.043459041926872,0.04050008194895666,0.8950986465392757,0.8948300704262976,9400,0.30684775755371385,0.2836,0.28307
43,0.04192084156085921,0.03975500365518066,0.8999277879524353,0.8996769280099722,9600,0.31515668473678105,0.2762,0.28201
44,0.041599801645629556,0.03994903627746585,0.9014178854032268,0.9011758175957454,9800,0.31946142403595634,0.2765,0.27605
45,0.041309992633825884,0.03979254440718677,0.90253426937206,0.9022997418469878,10000,0.292637397474233,0.2644,0.28411
46,0.04142070320146931,0.03912697752139842,0.903812587282733,0.9035856855818076,10200,0.29802844122773997,0.261,0.28464
47,0.039868729966745675,0.039053626019105045,0.9072464139890049,0.907031830794069,10400,0.29343362957198904,0.2681,0.26953
