,MAE,S,R2,R2(adj),numdata,maxerr,burn_acc,run_acc
0,0.09188831908047947,0.0655708458440907,0.5018981481429678,0.4896245912183592,1000,0.3875510737819323,0.3511,0.36198
1,0.08323485085874514,0.06744814970745344,0.6704968255882016,0.6651317806859742,1500,0.3983146338618695,0.3525,0.33895
2,0.08305562993616307,0.06939347392732412,0.6732845696823302,0.6693123456055197,2000,0.437839796777436,0.3099,0.33787
3,0.07962695326283138,0.0656355619532863,0.7131161546693674,0.7103331262587227,2500,0.39409884599479117,0.3413,0.31418
4,0.07733466980687469,0.06317489712277306,0.7332391158335487,0.7310863716439069,3000,0.4080116087896858,0.3077,0.31751
5,0.07052238504799822,0.05915278892074167,0.7759240711529933,0.7743760509191625,3500,0.4350358903275374,0.3024,0.30116
6,0.06838355788787245,0.057302312086055456,0.7875723165589561,0.78628941157592,4000,0.36972468842804895,0.2946,0.3102
7,0.06793441915955772,0.05702874298450351,0.7811928090101765,0.7800190556387514,4500,0.3606333303094107,0.2947,0.30434
8,0.06504463362491782,0.05510534083459045,0.8054735950920838,0.8045349875895125,5000,0.36935497293454456,0.3097,0.29399
9,0.061224873101108766,0.052879702675224634,0.8148089015183668,0.8139969566218452,5500,0.3932187865408552,0.3129,0.29827
10,0.061240153874600745,0.052331256333600425,0.8163842093725164,0.8156465496846926,6000,0.4128127476418797,0.2737,0.28598
11,0.05728550226655291,0.04923804273042564,0.8396546706906689,0.8390602487099115,6500,0.4140286184510913,0.2751,0.28882
12,0.056686923066156705,0.04775876541670863,0.845251610867076,0.8447190669411813,7000,0.40193478301330643,0.2901,0.29417
13,0.056813330915476065,0.04843932719967963,0.8401541097921216,0.8396408235511543,7500,0.37979657387236054,0.2582,0.28247
14,0.05542972278181717,0.04766314850578866,0.8447553234127975,0.8442880708120836,8000,0.3702167423987476,0.2843,0.28012
15,0.05416586831490004,0.04600353406036837,0.8554492760124309,0.8550398805232049,8500,0.34301906242553537,0.289,0.28273
16,0.05458969639851728,0.045574362803952294,0.8525296791233135,0.8521352855751698,9000,0.31823272162646477,0.2599,0.2763
17,0.05202542042303312,0.04372571570411019,0.8658941078108795,0.8655543842081205,9500,0.3187421623676606,0.2943,0.28314
18,0.05076298115736368,0.04392421031793158,0.8663708095692498,0.8660492634924163,10000,0.320469673281771,0.2672,0.28708
19,0.05008746826193097,0.04298062357948409,0.8684460843358941,0.868144643245963,10500,0.3029697440316048,0.2759,0.28903
20,0.04881851216388507,0.04264512226518399,0.8757556235664098,0.8754839026775446,11000,0.2987590787543789,0.2855,0.28185
21,0.04859744624724167,0.04244067118898985,0.8755888594685666,0.8753286304836656,11500,0.30646062204222746,0.2764,0.28271
22,0.047350633410836784,0.041952126511196716,0.8790294584361549,0.8787869920091019,12000,0.32033577651141754,0.2726,0.27619
23,0.04629988270949723,0.04120344679432429,0.8824858399085231,0.8822597424384097,12500,0.30948540922413914,0.2868,0.27093
24,0.04568652864816942,0.040953893182840914,0.8850505793109981,0.8848379397166912,13000,0.3268299001375633,0.2589,0.27826
25,0.04529546404542525,0.040377203231442456,0.8889846209212194,0.888786879411802,13500,0.33070965490872306,0.2935,0.27041
26,0.044791989148591664,0.04009987243008269,0.8903619441706648,0.8901736435165999,14000,0.2995104069199864,0.2782,0.26989
27,0.04417284672606475,0.03951600296336988,0.8922700789415169,0.8920914470425668,14500,0.3227385220191926,0.298,0.26854
28,0.04443631201171597,0.03934870785328304,0.8937280858130663,0.8935577555111772,15000,0.3467269627733599,0.2544,0.272
29,0.04343240776413444,0.03850677514822293,0.897834197054258,0.8976757390427098,15500,0.326935397147749,0.2725,0.27386
30,0.043989203537138734,0.038482466419400854,0.8946669192378117,0.8945086624493872,16000,0.3033690066925071,0.2963,0.27301
31,0.04386892851823656,0.038908839457104896,0.8945394180266724,0.8943857787182251,16500,0.33810918259225653,0.2674,0.27136
32,0.04534744737096191,0.0390856621332192,0.8899128346476434,0.8897571794120798,17000,0.3191428530805155,0.2636,0.27771
33,0.044586564695523606,0.038503551259696386,0.892280509393375,0.8921325599957237,17500,0.31994049185309026,0.2684,0.27096
34,0.04373132017149828,0.03847263633033459,0.894689035640705,0.8945484179070551,18000,0.308761948710223,0.2295,0.26262
35,0.04282308543606793,0.0378615690012426,0.8993460459542766,0.8992152840782834,18500,0.32668715434490014,0.2676,0.26224
36,0.042531664753532726,0.037476537539061605,0.9009410884702743,0.9008157899630163,19000,0.3232070729007558,0.2654,0.26927
37,0.04270874725526379,0.03792326790470972,0.8989998707667963,0.8988753969503438,19500,0.32039009727826673,0.2431,0.27337
38,0.041633149352547354,0.0369580096115469,0.9040376557290359,0.9039223510197888,20000,0.2724939737524672,0.282,0.27437
39,0.04089886279617875,0.03685403498344046,0.9052166979508356,0.9051055912179461,20500,0.2824108893238806,0.2815,0.27027
40,0.04044706074840712,0.03673083753154802,0.907481532087422,0.9073756656227562,21000,0.2979126829162977,0.2777,0.25919
41,0.04052515119813904,0.03681583590097622,0.9060596602119593,0.9059546696114698,21500,0.2843202504137654,0.2653,0.26009
42,0.03951619644830909,0.036097145488275306,0.9115120971515516,0.9114154506753359,22000,0.31114884035851453,0.2589,0.26291
43,0.03927163205893928,0.03593151298677252,0.9123631390637044,0.9122695515998586,22500,0.29958633880095376,0.2568,0.25946
44,0.03974367933361439,0.03570604146340765,0.9120891177108931,0.9119972808006929,23000,0.3120039609905947,0.2577,0.26846
45,0.039332801036948695,0.03591313833281042,0.9115623106561604,0.9114718912753881,23500,0.3118293167004189,0.2613,0.26394
