,MAE,S,R2,R2(adj),numdata,similarity,maxerr,burn_acc,run_acc
0,0.08771544303302682,0.06908261138254,0.4940746059929667,0.4816082718490562,1000,0.0,0.36805460283520175,0.3466,0.35816
1,0.07763397055357561,0.06776058050079815,0.5919950276448792,0.5824324111053061,1050,319.0895851767636,0.4138932505169306,0.3507,0.33461
2,0.07474682756974455,0.0585281085661795,0.6715615774513146,0.6642221713608412,1100,167.81181687079368,0.2809779365063565,0.3477,0.34711
3,0.068120584319692,0.05896228299352635,0.7214831435922056,0.7155361644518257,1150,1523.2068763928432,0.32471078837459877,0.3526,0.33851
4,0.06384336260725909,0.05551006838659265,0.7560114115423499,0.7510235698703025,1200,1628.2764078582275,0.26856339105701066,0.3567,0.34286
5,0.05913422778870626,0.0574016047785991,0.7902275885640153,0.7861144040260548,1250,1965.0456692401276,0.3330018324370636,0.3407,0.32637
6,0.05893320887624423,0.059197613192509,0.7839427823294436,0.7798726306621804,1300,2083.3349313322838,0.4878126011843733,0.3371,0.3322
7,0.06634241089513132,0.05440683892472211,0.7812740588811807,0.7773092381962474,1350,1687.101060787767,0.3120577400475979,0.3493,0.34653
8,0.05956926189611465,0.05365630182943172,0.8071964138366459,0.8038286656067183,1400,2809.482403967067,0.2834199775395727,0.3369,0.34122
9,0.05489433149730339,0.05219354351559283,0.8201831209705159,0.8171524994138393,1450,3063.3961902505926,0.30357742826043177,0.361,0.32074
10,0.05325026397136482,0.04908952151528096,0.8517546226122377,0.8493408579871995,1500,3098.784797492846,0.25686915076816885,0.343,0.34306
11,0.049692242402327065,0.04621907933897324,0.8620055557395473,0.859832414885052,1550,3281.6551601393317,0.28029995941770647,0.3364,0.32439
12,0.050701582827919756,0.04694363945505631,0.8596727221077456,0.8575330431564024,1600,3541.6111791575217,0.2528559237337561,0.3415,0.32684
13,0.052766299656988716,0.04593503652305786,0.8630316045838613,0.8610074411048051,1650,3351.959283329426,0.25718211870507535,0.3309,0.33259
14,0.05026331863944058,0.0459706541526107,0.8667021094214274,0.8647910285529175,1700,3971.220087720945,0.2975186927590384,0.333,0.33261
15,0.04887407322504915,0.04551853676920395,0.872279836579888,0.8705018296645268,1750,4038.5577069961446,0.29105107276662867,0.3208,0.33757
16,0.04836454786690662,0.04583828541850282,0.8777320432258463,0.8760779107779434,1800,3808.2154110245824,0.31174258725337867,0.3322,0.32877
17,0.04659515000768436,0.044285320120311375,0.8896059529270162,0.8881533996760559,1850,3358.9737557600056,0.2779586112525766,0.3293,0.33984
18,0.05062036309828742,0.044909416496994106,0.8736574406722399,0.8720393929540615,1900,4450.836541082642,0.32116675327436917,0.3068,0.3239
19,0.09163836199970242,0.06827745297520346,0.6492966290605198,0.6449219508367425,1950,4156.909702286884,0.39464218829707465,0.3399,0.34071
20,0.08188867358834996,0.06597870708294785,0.706392497847192,0.7028228017723859,2000,699.3565833747109,0.39065219965916376,0.3362,0.34327
21,0.07314723026283391,0.061216269453276406,0.7554158184245224,0.7525156107378567,2050,407.6469148120778,0.3843940463144643,0.3502,0.33666
22,0.0719294234677977,0.059847487377612744,0.7658131002639268,0.7631031264964891,2100,292.97745171059984,0.3514070788885193,0.3522,0.3308
23,0.07636341285616992,0.06193235731414618,0.7483335287846171,0.7454898398443304,2150,214.72835344137533,0.3632649057299434,0.331,0.33661
24,0.07077677218129964,0.060916426295897746,0.7632799519499739,0.7606666671508935,2200,28.984535930281574,0.350685869450165,0.3347,0.3337
25,0.06551528766020237,0.05875634041649709,0.7869543348214811,0.7846552808807057,2250,421.95803366607737,0.32578984336682015,0.342,0.33626
26,0.062314357664438054,0.0566552444242553,0.8053856189067752,0.8033316412699074,2300,536.2868251142963,0.36506529998373927,0.337,0.33542
27,0.06104377745020755,0.05729480076064539,0.8120021406962178,0.8100606825966951,2350,478.5271743681228,0.3864071579558713,0.3064,0.32178
28,0.05930298164041775,0.05397955335936919,0.8296501418847355,0.8279279866215652,2400,688.5600725795208,0.3218931630493268,0.3402,0.32732
29,0.05922351943525287,0.05387846182618759,0.8325239442530946,0.8308657654833232,2450,469.0123035447307,0.32433849792190417,0.351,0.33692
30,0.05821164664464259,0.054228589322127776,0.8356150267202371,0.8340203463003849,2500,1174.0736276946184,0.3340080895218249,0.3337,0.31843
31,0.05514009733889447,0.053254354150645805,0.8453913701814538,0.8439212405793757,2550,987.7708064538152,0.34057067605613456,0.3171,0.32983
32,0.05337755694617558,0.052906317719070055,0.8500281641976544,0.8486298254022945,2600,537.8517318401216,0.40957661645298227,0.3555,0.32984
33,0.053076571354298344,0.05169256984904498,0.8585904502243323,0.8572970701958964,2650,1093.2639524719104,0.4194512570492688,0.2853,0.31573
34,0.054416539272077395,0.05176220393425489,0.8518257354482907,0.85049582432292,2700,1594.5619133122443,0.34188656237379145,0.3084,0.33487
35,0.05242532114387475,0.05256414222919246,0.8560261085289746,0.8547576160931065,2750,877.365914538588,0.3923477527440469,0.2939,0.31608
36,0.0505249385654521,0.050717012138133906,0.8653884255284119,0.864223797631037,2800,747.040817339566,0.3350191311159765,0.322,0.3148
37,0.04917659680937689,0.050486416851618955,0.869787561902928,0.8686809406159841,2850,437.3617913961185,0.32704202216441236,0.3123,0.31447
38,0.04786308817238834,0.049918978292459164,0.8732614995545755,0.8722031404694364,2900,603.2302000880194,0.34591541825119154,0.321,0.32198
39,0.0917354180360395,0.06850861077966394,0.6547494807639976,0.6519156871724573,2950,830.3632886943162,0.48097861888411764,0.3173,0.33287
40,0.07784979452206418,0.06276314816541056,0.733976352049599,0.7318295573115998,3000,463.3480810662018,0.43693391063742204,0.3311,0.31224
41,0.07200519925731533,0.061000729825958916,0.7696708894320097,0.767842880617978,3050,67.64723110160328,0.44380261929576204,0.3461,0.32742
42,0.06828524330943125,0.058905330058233195,0.7855929851994311,0.7839190202172536,3100,190.1133821970139,0.4102544521597794,0.3322,0.32728
43,0.0654015799808943,0.05638514097362238,0.8046157544423079,0.8031147231063973,3150,35.8180442433364,0.4262425681056602,0.3004,0.3309
44,0.06239345940975239,0.05545600435828593,0.8132770462456297,0.8118651524554266,3200,247.06665765153298,0.40431819506161193,0.3219,0.324
45,0.06138094569639413,0.053163424765449996,0.8227421456136775,0.8214226082361119,3250,517.7407839052868,0.31904299101337363,0.2851,0.31944
46,0.05691248142850801,0.05292766584860594,0.8383722389435678,0.8371874294550662,3300,625.7759801423969,0.3088476427593617,0.3058,0.30621
47,0.056337282425311434,0.05267740337171496,0.8435504271329167,0.8424208273288223,3350,596.4925939479713,0.31275011122327845,0.3045,0.32442
48,0.05467521946724265,0.05237678186360332,0.8482739953568278,0.8471947350985479,3400,368.48470230946845,0.31209493761875706,0.3155,0.30918
49,0.054094934533297,0.0523634849664215,0.8474887731979005,0.8464197692717176,3450,645.2787649505852,0.3032952795190895,0.3067,0.309
50,0.05559287391544953,0.052518582660560136,0.8416020424211541,0.8405077560130101,3500,273.0388961491468,0.30848438383067056,0.3073,0.29904
51,0.052421567859337714,0.051488567236366974,0.8575329873235189,0.8565627239000695,3550,430.3756946995707,0.3032471179635333,0.2931,0.29623
52,0.051340155591187576,0.05077774716342913,0.858895879292004,0.8579483418278204,3600,539.7377992544722,0.30949809963705377,0.3207,0.30601
53,0.05015658004960547,0.0500313497207998,0.8664141446448621,0.8655294701060864,3650,837.7343153623465,0.287320604742924,0.3025,0.30802
54,0.05014262351281637,0.05037391668543667,0.8661464364737969,0.865272052825286,3700,594.5358955154438,0.2895045368530422,0.2841,0.29424
55,0.053653999031774736,0.050332065269668144,0.8531129774769846,0.8521663371599726,3750,1104.9672157882262,0.30818102257436464,0.2964,0.31652
56,0.05002084266207545,0.050450358057159035,0.8628946366354551,0.8620227424328188,3800,1277.1353430719507,0.287094992225953,0.333,0.29055
57,0.04849411222096193,0.049917939125315884,0.8701700730132566,0.8693552408355155,3850,1056.1752590922483,0.3000491366426179,0.2878,0.29937
58,0.047596845066365016,0.04954701255965279,0.8724806466853099,0.8716906455289979,3900,976.540852624091,0.3173631046987303,0.2793,0.3115
59,0.08716798918701801,0.06782650275412277,0.671716099701353,0.6697082471001381,3950,1111.3716780106863,0.3927109316739308,0.3192,0.30536
60,0.07799826395190129,0.06405625483461763,0.7212040382520526,0.7195203183018889,4000,78.56508962992373,0.37781317332200304,0.3234,0.32087
61,0.0732665652450235,0.06040192555800964,0.757027024148694,0.755577881151569,4050,126.44277765808592,0.3830399602973208,0.3152,0.31727
62,0.06987942590354802,0.059294510892009406,0.773042367003307,0.7717053559105429,4100,267.5161450862193,0.35025096458768123,0.3125,0.31749
63,0.06522295919559123,0.05691086527831885,0.795820997310782,0.7946327586918341,4150,453.71203715180724,0.3396310838073966,0.3017,0.32019
