,MAE,S,R2,R2(adj),numdata,similarity,E_MAE,E_S,E_R2,E_R2(adj),maxerr,burn_acc,run_acc
0,0.03449759847862871,0.027831038757316608,0.928804722571023,0.9286334084885791,10000,0.0,0.03410554172951668,0.02835064767457032,0.9306266378317425,0.9305432814338233,0.23692999214986576,0.2855,0.27574
1,0.02445621292026156,0.020439495112096973,0.9628461263512627,0.9627567246099783,10000,88.25960090927236,0.02694812995028552,0.02259095876237609,0.9559542031672583,0.9559012794101748,0.1642638612737758,0.2754,0.27954
2,0.021225029799185405,0.017790449304820034,0.9727538802321392,0.9726883190857156,10000,23.64758891175641,0.024469382654037242,0.020258277011220446,0.9644840528567526,0.9644413782431831,0.16481070054418612,0.2953,0.2864
3,0.017766889620124977,0.015571080702581758,0.9794378540246789,0.9793883762320773,10000,243.84481447887754,0.022022154123871318,0.018280600118616954,0.9716466265033707,0.9716125581663366,0.1611925236523566,0.2694,0.28256
4,0.016960779891336323,0.014568032289313328,0.9820019415087552,0.9819586335677295,10000,102.61381147026827,0.022125886728717018,0.018803906739830456,0.9710228292105358,0.9709880113423599,0.12498371710062073,0.2896,0.27754
5,0.01545987219597258,0.013324174954444561,0.9846435309726672,0.984606579372842,10000,83.12899702229467,0.02095791968469642,0.0173530113946618,0.9743927872266721,0.9743620185720931,0.10549677274180014,0.2886,0.28368
6,0.013532898026997085,0.011889174165511876,0.9881142894107487,0.988085689345164,10000,79.86539955385793,0.02034610844022895,0.017127126378990543,0.9750149430637398,0.9749849219679918,0.1250379856213727,0.2777,0.27248
7,0.01283405319534727,0.011401468440176983,0.9891942220179331,0.9891682205469515,10000,97.97115164846281,0.019171879528533473,0.015953875048681027,0.9777598782461294,0.9777331553602732,0.15358801850957504,0.284,0.28012
8,0.011954727790348608,0.010578930395894425,0.9905421013240139,0.9905193431960588,10000,234.89344069092502,0.01913629490628185,0.016152581055128602,0.977920251156147,0.9778937209682902,0.11247660106518964,0.2749,0.2815
9,0.010961638387349022,0.00977714812001351,0.992037898986425,0.9920187401309682,10000,331.4449013414128,0.018303738085990576,0.015748045656228647,0.9798840101279835,0.9798598395183445,0.13706649478994648,0.2949,0.28314
10,0.010878388849105278,0.009347253453975496,0.9925439508800772,0.9925260097151606,10000,152.52114773396812,0.018502990475795015,0.015690687026806798,0.9792178324575356,0.9791928613941021,0.09903788186249385,0.2758,0.2783
11,0.01015447786080951,0.008603269960261381,0.9934488239110787,0.9934330601025632,10000,194.48622247214007,0.018029135297717998,0.014829515076012245,0.9808172755808534,0.9807942263475471,0.0652948015187026,0.2807,0.28352
12,0.009336509926561593,0.0082480511365085,0.9943546490678252,0.9943410649067692,10000,65.23857676696156,0.018051673507871152,0.015416161941633349,0.9803841644879027,0.980360594844752,0.07927092215432663,0.2792,0.28098
13,0.0088685765262242,0.007803422309165656,0.9950057960027262,0.9949937786680626,10000,6.19075304995534,0.017739439952619448,0.015041160564176797,0.9807537494350845,0.9807306238711736,0.0746550108352746,0.2585,0.26746
14,0.008660807119645286,0.007747740369991587,0.9950185513606392,0.9950065647186356,10000,56.80895290916996,0.017689749630060845,0.0151396071409242,0.9804999191208318,0.980476488564053,0.08246136809350724,0.2785,0.28032
15,0.008139439087487474,0.007249418182557169,0.9956425884450778,0.995632103396219,10000,33.476383937156335,0.017301245958185232,0.01484855083698067,0.981836219969317,0.9818143950608993,0.0661816570156396,0.2909,0.2795
16,0.008454281562061681,0.007279648815156325,0.9956095497965595,0.9955989852482456,10000,215.47524423048998,0.01784000605083192,0.01520347828012262,0.9808423104119054,0.9808192912595015,0.08639387312657987,0.2799,0.27922
17,0.008009425054959681,0.007069412300290536,0.9958571256412452,0.9958471568238589,10000,6.7719214751817125,0.017707710655907677,0.01506764323247702,0.9812675167322159,0.9812450084915817,0.07298383480971982,0.2771,0.27784
18,0.007698732533014021,0.006785816640218304,0.9960709399352322,0.9960614856098308,10000,90.68804659559099,0.01757674485968322,0.015076133402203502,0.9807232760956219,0.9807001139161033,0.07298459618383213,0.2834,0.2748
19,0.007178509182611604,0.006412410953409066,0.9965631116110739,0.9965548415768515,10000,100.7698113712161,0.017521662158625707,0.015064538644428282,0.9816385183747731,0.981616455915626,0.052220044488866746,0.2837,0.28496
20,0.006948735516761388,0.006153210094736045,0.9968564134034639,0.9968488491285173,10000,64.60380883716266,0.017438565461675985,0.014724477655820694,0.9815902649590619,0.9815681445204425,0.05182654941133702,0.2694,0.27598
21,0.007142477054556504,0.006212593399936296,0.9967293207977752,0.9967214507054498,10000,155.12734330393548,0.017835158575346982,0.014953600771762074,0.9811371100426954,0.9811144451103346,0.05945345044230593,0.2699,0.28116
22,0.006539961440633419,0.0059376264336801,0.9971690615543147,0.9971622495909404,10000,297.33789200408705,0.017582073453337167,0.01505068136384613,0.980824100736073,0.9808010597036141,0.07316147881479373,0.2576,0.27568
23,0.006375110362030865,0.0056544006485685265,0.9973086804581873,0.9973022044536752,10000,18.129028093799967,0.017143093711313385,0.014484382374697546,0.9817575148127607,0.9817355953352153,0.06420980390193853,0.2805,0.27934
24,0.006702051038694843,0.005934314168058898,0.9970780027042668,0.9970709716299638,10000,314.30409358024133,0.01772222397147879,0.01524717116561102,0.9811720085203268,0.9811493855206517,0.054373901644902745,0.2704,0.27414
25,0.006457291355047313,0.0056741860697357895,0.9973118890815256,0.9973054207977835,10000,150.51656385219758,0.017446643207729342,0.014690455310480275,0.9818015229706122,0.9817796563715983,0.04479021754900436,0.2884,0.27466
26,0.006100207479115284,0.005530484050441665,0.997600122062953,0.9975943473416287,10000,153.82725586061144,0.01733311088788989,0.014724807092240092,0.9820645734145131,0.9820430228869247,0.048263985115098995,0.2583,0.28096
27,0.00599830012210758,0.0055866812365773415,0.9975235724650708,0.9975176135457969,10000,55.71169216458298,0.017618877182622693,0.01499149879011748,0.9812506717978122,0.9812281433169445,0.06301222931986517,0.2527,0.27116
28,0.005778917368254692,0.005090535462922339,0.9977881357560259,0.9977828134438286,10000,15.882158028608757,0.017240471259431255,0.01462086716692185,0.9822954127639792,0.9822741396041883,0.049661505056626476,0.2743,0.27904
29,0.005343528794941002,0.005002957968664063,0.9980269611418642,0.9980222135047482,10000,83.6309791634334,0.01726396719148286,0.01495049897647913,0.9818144917564753,0.981792640740262,0.05826015922301386,0.263,0.26972
30,0.005710165063865291,0.0050877380410316135,0.9978729782316466,0.9978678600721879,10000,82.5433132663179,0.017848634283772383,0.01504401622850528,0.9812749373971045,0.9812524380728594,0.04592592664722184,0.2716,0.2797
31,0.005244696554151435,0.004539785854453967,0.9982631310670019,0.9982589517152481,10000,353.7761266199373,0.017130725892186165,0.014419524873723652,0.9823890446882241,0.9823678840329981,0.04585277522667458,0.2845,0.28196
32,0.005469442894088057,0.00479505628868824,0.9980600458875891,0.9980553778608499,10000,33.866040643389766,0.01728367868479015,0.014547330080604057,0.9815668213211162,0.9815446727135116,0.04479321700514016,0.2769,0.27562
33,0.004973674499735651,0.004477499206220277,0.9983845669175028,0.9983806797715252,10000,267.3200862674244,0.01741951434699553,0.014794468678055036,0.9819386148549561,0.9819169129803451,0.050274518367916965,0.2852,0.27396
34,0.005150200597725523,0.0045155112461195725,0.9982718865891796,0.998267728305456,10000,340.9844026094062,0.017028655102580444,0.01447676673762863,0.9819395331669825,0.9819178323957802,0.040871122174178875,0.2897,0.2829
35,0.004913203224956841,0.0043285007559984556,0.9984341856947558,0.998430417944272,10000,27.526520487404618,0.01676591890708133,0.01443557191894094,0.9822982845673431,0.9822770148582021,0.03359974681902411,0.2765,0.27468
36,0.004762709647714868,0.004193217992417794,0.9985396700657708,0.9985361561377157,10000,145.87411340717384,0.01707558278960179,0.014360497402540423,0.9824618342537452,0.9824407610596975,0.035375909576199405,0.2773,0.28276
37,0.004778009537354643,0.004165859907304868,0.9985392139448275,0.9985356989192286,10000,16.256630781743034,0.017030557170419975,0.014258196403233094,0.9828711200142028,0.9828505386023845,0.03780263054641464,0.2926,0.27266
38,0.004686945979961925,0.0041651959820405175,0.9985287326186613,0.9985251923723055,10000,102.5227497577235,0.01734862867547372,0.014583535605247899,0.9821678977749525,0.9821464713979924,0.03235175243646171,0.2762,0.2779
39,0.004572451295669875,0.00411832420090669,0.998589068756663,0.9985856736945173,10000,182.59038333961527,0.017540506638960816,0.014825392530571187,0.9811906096769633,0.9811680090277316,0.03603416722389485,0.2777,0.27518
40,0.00440637121852131,0.004038615499498898,0.9986995877387446,0.9986964586135921,10000,42.43124297188727,0.01706342083425459,0.014288943069726435,0.9827910294651351,0.982770351819554,0.04734204716522106,0.262,0.26906
41,0.004625362543571299,0.004140757629379393,0.9985677330500494,0.9985642866487261,10000,67.70219821198604,0.017127026980750748,0.014411090415940454,0.9820806573806766,0.9820591261789712,0.055194684365096225,0.2774,0.2832
42,0.004423610904864368,0.003902237307551489,0.9987087205356929,0.9987056133863904,10000,415.72652211303284,0.01707368237840689,0.014304894598141224,0.9825916131089304,0.9825706958522274,0.045251751634786896,0.2797,0.27252
43,0.004452094544668512,0.003880112031331705,0.9987132621626659,0.9987101659416817,10000,105.34440701452063,0.017321646499351136,0.014828201664332786,0.9817057347437274,0.981683753049217,0.039690074241897966,0.2833,0.28388
44,0.004292691838442326,0.0038021286973052566,0.9987785114079076,0.9987755721933287,10000,9.87361842390451,0.01717290117089851,0.014804012447342115,0.9821427477833043,0.9821212911870693,0.041382804354395675,0.2959,0.28078
45,0.004338183860328213,0.003784055000396471,0.9987737676742798,0.9987708170450621,10000,296.92588302244957,0.017097657179684762,0.014608120476178292,0.9820238033261294,0.9820022038107508,0.028808838938582326,0.2875,0.27938
