,MAE,S,R2,R2(adj),numdata,maxerr,burn_acc,run_acc
0,0.09585006178982704,0.06966567037346183,0.5213365012984859,0.5095419181682637,1000,0.3525169186947512,0.3426,0.34879
1,0.08273805140086628,0.06523565173716557,0.654249953112807,0.6459018634495347,1020,0.35749448910175996,0.3496,0.35179
2,0.0752607781652482,0.061121803854274945,0.704986670518404,0.6980041065070053,1040,0.3194094466495908,0.3441,0.34616
3,0.07609620108179538,0.06371044299274563,0.7089107783439657,0.7021543554041738,1060,0.3712832755628308,0.3586,0.33649
4,0.08407182642656022,0.06720313878146789,0.6585638197538288,0.6507891818734606,1080,0.40916263918251783,0.3554,0.35074
5,0.07090013652016112,0.05711189014071946,0.7396736955998305,0.7338563480154692,1100,0.2727504437744423,0.3215,0.3564
6,0.07114842646539034,0.05935054351845411,0.7515424549578794,0.7460918323975404,1120,0.34102964151316717,0.3531,0.34151
7,0.06695415028646592,0.05655043951638316,0.7763287472327074,0.7715099769756024,1140,0.28100369829546135,0.3304,0.33121
8,0.06461769568233343,0.05712271487010939,0.781987048237782,0.7773730175126556,1160,0.38243616728716034,0.3428,0.33809
9,0.06348175337148612,0.057910641515773555,0.7851784674771765,0.7807107752929929,1180,0.396228254706376,0.3314,0.34031
10,0.06239249367982378,0.05787851795990351,0.7939533246777079,0.78974112688577,1200,0.3747502252701098,0.3373,0.33457
11,0.05753806221456444,0.05656008557368122,0.8115660780155717,0.8077784614932716,1220,0.3804602867850506,0.3464,0.32846
12,0.056138769419922185,0.052760128844213654,0.8354598045652619,0.8322069506192704,1240,0.3452039180292187,0.3378,0.33119
13,0.05661815019468475,0.05478320982316373,0.8270768432952782,0.8237136700692544,1260,0.32964033108548574,0.3187,0.33758
14,0.05641866376570204,0.05448983014596095,0.8263746503718415,0.8230516771732165,1280,0.3228581475671801,0.3538,0.34822
15,0.05427375091345724,0.05255634488256342,0.8441405843051114,0.8412044571648624,1300,0.3175143380535549,0.3262,0.3302
16,0.053335980860154196,0.05221223641937899,0.8553224775193843,0.8526391231611657,1320,0.32835020485513877,0.3247,0.32858
17,0.0826725090796016,0.06321447367336401,0.7160003647945191,0.7108131568455606,1340,0.36501058066413816,0.332,0.35339
18,0.0683917987313622,0.057088502482318476,0.7881931634959842,0.784382545747786,1360,0.36223847806592546,0.3465,0.34
19,0.06290293273411501,0.054839612477400934,0.8155754488829614,0.8123064760418913,1380,0.3409672383370066,0.3648,0.34233
20,0.06004092322416911,0.054349777719059106,0.8211580222877451,0.818034144947793,1400,0.3820408929587076,0.3433,0.33824
21,0.05853806022473447,0.05257626652402448,0.8327813381087318,0.8299023941450371,1420,0.3683113448291653,0.3317,0.32959
22,0.056821529539873586,0.05075858901777729,0.8422375621013132,0.8395598403830894,1440,0.38480835839487604,0.3275,0.34288
23,0.05289719139989695,0.05015683210529681,0.86528909043879,0.8630345145465521,1460,0.3913903542916721,0.3184,0.34247
24,0.051907983261217774,0.05122249161991236,0.8621371213384513,0.8598615304939691,1480,0.37612825572402064,0.3489,0.32459
25,0.05219123151456669,0.050307453768130575,0.8676511419121382,0.8654962079948325,1500,0.35718184263099495,0.3917,0.33527
26,0.04931720205187126,0.049368039193178864,0.8703387026927362,0.8682557902861938,1520,0.35111224596339663,0.3444,0.33222
27,0.04859603578005335,0.05027792872810526,0.8713121513204893,0.8692721854233241,1540,0.35370680369518814,0.3216,0.33428
28,0.04846008151033928,0.049439070390312555,0.8771824204649503,0.8752608937968661,1560,0.31419607523143156,0.3279,0.33357
29,0.04695513635514337,0.04880542221364166,0.8829339888415818,0.8811260195572819,1580,0.353366001961095,0.3062,0.32007
30,0.04695952011812282,0.046090892828317714,0.8868825511884101,0.8851577616258446,1600,0.33892719381316194,0.3202,0.33828
31,0.05735961213884259,0.049501627579663685,0.852867841957593,0.8506525522505555,1620,0.346826929938003,0.3292,0.34122
32,0.051113526419190675,0.04686840863214834,0.8743718703637027,0.872503794086583,1640,0.35111440958600837,0.3358,0.33664
