1.490000000000000036e+01
2.710000000000000142e+01
3.879999999999999716e+01
4.939999999999999858e+01
5.970000000000000284e+01
6.870000000000000284e+01
7.659999999999999432e+01
8.429999999999999716e+01
9.159999999999999432e+01
9.859999999999999432e+01
1.000000000000000000e+02
1.000000000000000000e+02
1.000000000000000000e+02

-4.746124332485042729e-01,1.101446051390058134e-01,-4.136138613247026807e-01,1.075813545006340105e-01,5.426024067057470812e-02,1.440809200158402748e-01,1.853040388015387563e-01,2.275530092192494525e-01,-6.840392001471824746e-02,1.631700599628824189e-01,-4.427433141326698324e-02,9.706933907131554129e-02,6.537991650850769609e-01
-5.564176996349708831e-02,3.151456559319256168e-01,-2.964366788678060582e-02,-6.549410278123366513e-01,-1.549402038922454983e-01,-1.908329378063538806e-01,2.238986599665590202e-02,-1.272873342303828814e-01,8.020339598095226064e-02,5.581368332525268872e-02,6.001465589589055627e-01,-5.858749122978894330e-02,1.322025915180222999e-01
-9.255747775333350580e-02,-3.682462988851944452e-01,9.457043545286827890e-03,-3.990219016481614811e-01,-1.756273226239609547e-02,5.092163357428199782e-02,-1.736261123919792537e-02,3.721815645937482375e-01,6.867762092404164909e-01,8.676000113582882367e-02,-2.616108476863037713e-01,-8.139309552690539296e-02,-2.332150030666835239e-02
-6.009129096814054549e-02,-5.405914171745558328e-01,-2.336351882191521900e-01,-1.053697248938550990e-01,5.307190449389784792e-01,-4.646183774804336225e-02,-1.498076857114112315e-01,2.208149344715685802e-01,-2.987365449193625233e-01,-1.307762658575960246e-01,4.029849084622438293e-01,-1.941559095749937833e-02,-1.196621691022516920e-01
8.104855344149648755e-02,2.029931546202022596e-01,-3.290551268838516341e-01,-6.974476934815912466e-02,6.256252407199150989e-01,-1.523726819350911255e-01,9.243927940897639361e-02,-5.183547631195614125e-01,3.067910178121874276e-01,-1.275805464414809035e-02,-2.293550093274067669e-01,-1.070417749474975380e-02,-1.484751299432016114e-02
-2.464393318761584351e-01,-3.252758418413851382e-01,5.510980368723801259e-01,-5.582923038587741561e-03,1.734740550464160536e-01,7.704762569936431105e-02,1.936688590718011194e-01,-3.740529418837437725e-01,-6.128090872974100572e-02,5.199732148636465601e-01,6.604464841780931239e-02,-1.171904749621852648e-01,1.550717752573898545e-01
-4.399217045246919117e-02,-4.637806139731506100e-02,-1.562643137009498903e-02,9.800303795597752055e-02,-5.507902533370206272e-02,-3.819911429693790272e-01,5.483038091782727053e-01,1.159090549399426490e-01,-6.262400875535911737e-02,-2.316690474641925623e-01,-4.002731993049812170e-02,-6.810226976319947445e-01,-7.460561799870084332e-03
7.178664960575466270e-02,1.078783274389715080e-01,-1.921784725852662690e-01,1.232420827769912519e-01,-2.933552994331123376e-02,-3.021849904961182998e-01,-5.694547531445547373e-01,1.045969460967484665e-01,-5.654223806749023723e-02,5.517141196328297914e-01,-7.217397866407992968e-02,-4.369112984867123406e-01,2.475454623102182894e-03
-5.295823403609473123e-01,-5.674782717299453605e-02,1.982650504636804811e-01,7.112153139546033287e-02,-5.239561660263648835e-02,-6.570838126143149216e-01,-2.548117338330174730e-01,-7.865346439476095242e-02,4.329630585825598732e-02,-2.594800570816002128e-01,-1.163077410640390996e-01,2.890779692209236029e-01,6.088413749781257031e-03
3.940371830572598211e-01,-9.838793365221490395e-02,-9.461446567015342757e-02,3.140900571558970927e-02,-2.405126389634591744e-02,-4.714943086401356953e-01,3.992135062025103931e-01,2.106859589272923883e-01,-4.285755873278362243e-02,4.133732550579817255e-01,9.577919672305829774e-03,4.746016672087348121e-01,-2.044625948348618993e-02
-4.993561638909084222e-01,1.891219760535756134e-01,-2.137743548410568906e-01,7.244150628862758290e-03,-4.176263665857427032e-02,1.327364709067916648e-01,2.171368934879418233e-01,5.730654826549663738e-02,-3.757952032687689875e-02,2.807656625501012138e-01,2.944099077513430418e-02,5.290414948533031514e-02,-7.179286797090334016e-01
3.776226390642660785e-17,-4.076332219510410138e-01,-3.902308808435427934e-01,3.459176719703154768e-01,-4.151695796157090501e-01,7.632783294297951215e-17,-2.376571162088225719e-16,-4.129987125808565751e-01,3.280789431755559704e-01,-2.168404344971008868e-18,3.336562165307339622e-01,-2.602085213965210642e-17,5.551115123125782702e-17
-6.051212807200862128e-17,2.916766111303401576e-01,2.792245939574637958e-01,4.834379232829587036e-01,2.970691531154498466e-01,-3.035766082959412415e-17,1.379105163401561640e-16,2.955158176515008672e-01,4.585073727463950810e-01,1.422473250300981817e-16,4.663019021008827925e-01,4.163336342344337027e-17,-5.551115123125782702e-17
